student_id,student_name,email_id,password,std,math_grade,english_grade,science_grade,history_grade,overall_grade,assignment_completion,engagement_score,math_lec_present,science_lec_present,history_lec_present,english_lec_present,attendance_ratio,login_frequency_per_week,average_session_duration_minutes,learning_style,content_type_preference,completed_lessons,practice_tests_taken,lms_test_scores,teacher_comments_summary,risk_score,is_at_risk,suggestions_required
S3221,Michelle Robinson,michelle.robinson7202@edu.in,p3221,9,56,89,52,41,59.5,0.97,0.52,19,6,18,5,0.6,2,65,Reading/Writing,Videos,4,4,70,Can do better with more effort,35.75,0,No
S3222,Daniel Chen,daniel.chen3314@gmail.com,p3222,12,49,50,92,79,67.5,0.46,0.33,15,8,6,7,0.45,3,75,Reading/Writing,Mixed,7,1,71,Needs improvement in basics,81.95,1,Yes
S3223,Mark Jackson,mark.jackson3200@outlook.com,p3223,10,93,70,96,80,84.75,0.41,0.94,19,8,18,11,0.7,1,20,Visual,Mixed,19,0,51,Average progress,40.78,0,No
S3224,Joshua Wilson,joshua.wilson9832@gmail.com,p3224,9,40,67,46,66,54.75,0.5,0.4,2,1,11,12,0.32,2,68,Auditory,Texts,4,5,68,Falling behind in multiple areas,82.9,1,Yes
S3225,Kristina Smith,kristina.smith2786@yahoo.com,p3225,12,61,83,54,74,68,1,0.69,10,13,7,11,0.51,1,18,Kinesthetic,Mixed,1,0,52,Good participation,36.96,0,No
S3226,Bobby Logan,bobby.logan5903@gmail.com,p3226,10,65,45,46,41,49.25,0.51,0.49,19,13,14,19,0.81,5,47,Kinesthetic,Texts,4,8,77,Lacks focus,40.89,0,No
S3227,Thomas Carlson,thomas.carlson14@yahoo.com,p3227,9,95,80,77,78,82.5,0.7,0.35,17,11,18,13,0.74,1,80,Visual,Mixed,2,9,62,Needs improvement in basics,63.24,1,Yes
S3228,Nathan Davis,nathan.davis1432@yahoo.com,p3228,11,98,55,73,76,75.5,0.91,0.33,20,4,7,4,0.44,2,47,Reading/Writing,Mixed,11,4,70,Lacks focus,35.84,0,No
S3229,Eric Davis,eric.davis6554@outlook.com,p3229,9,57,43,80,60,60,0.41,0.38,2,7,10,14,0.41,3,74,Visual,Videos,18,0,59,Lacks focus,51.21,0,No
S3230,Christine Galvan,christine.galvan6484@outlook.com,p3230,12,89,74,61,97,80.25,0.76,0.35,19,12,8,12,0.64,6,59,Visual,Interactive,6,7,76,Needs improvement in basics,62.81,1,Yes
S3231,Wendy Garrett,wendy.garrett9612@edu.in,p3231,12,53,99,63,44,64.75,0.57,0.83,17,13,14,2,0.57,2,80,Reading/Writing,Videos,18,0,86,Can do better with more effort,30.2,0,No
S3232,Brian Newman,brian.newman8492@yahoo.com,p3232,11,86,87,88,91,88,0.92,0.64,18,12,18,8,0.7,3,35,Kinesthetic,Mixed,3,3,86,Good participation,23.6,0,No
S3233,Jacqueline Moody,jacqueline.moody1134@gmail.com,p3233,11,68,95,76,84,80.75,0.57,0.54,17,16,5,19,0.71,3,80,Kinesthetic,Interactive,13,6,91,Can do better with more effort,26.59,0,No
S3234,David Hall,david.hall9014@gmail.com,p3234,10,51,98,83,60,73,0.81,0.59,2,6,14,13,0.44,4,78,Auditory,Interactive,18,3,86,Good participation,27.99,0,No
S3235,Tina Kramer,tina.kramer9170@outlook.com,p3235,10,75,65,40,68,62,0.8,0.95,19,14,10,1,0.55,5,44,Reading/Writing,Interactive,17,4,97,Average progress,34.2,0,No
S3236,Katherine Trujillo,katherine.trujillo5703@outlook.com,p3236,12,98,96,49,59,75.5,0.53,0.94,1,19,15,5,0.5,4,31,Auditory,Interactive,6,6,54,Good participation,29.35,0,No
S3237,Samuel Lee,samuel.lee3717@outlook.com,p3237,9,74,51,82,77,71,0.42,0.8,11,16,6,11,0.55,6,56,Visual,Texts,14,3,69,Can do better with more effort,33.15,0,No
S3238,Hannah Howard,hannah.howard7460@yahoo.com,p3238,11,91,50,55,59,63.75,0.65,0.92,10,4,9,11,0.42,2,11,Kinesthetic,Texts,0,4,46,Lacks focus,37.9,0,No
S3239,Dennis Roach,dennis.roach9429@edu.in,p3239,10,51,76,85,89,75.25,0.57,0.52,5,5,10,13,0.41,4,50,Visual,Interactive,11,6,77,Average progress,50.64,0,No
S3240,Todd Kim,todd.kim4287@gmail.com,p3240,12,46,64,47,64,55.25,0.89,0.57,16,9,17,2,0.55,6,37,Visual,Texts,18,0,68,Can do better with more effort,35.33,0,No
S3241,Kenneth Terry,kenneth.terry6680@yahoo.com,p3241,12,68,57,95,41,65.25,0.88,0.73,5,3,1,19,0.35,3,12,Kinesthetic,Interactive,5,2,44,Lacks focus,38.43,0,No
S3242,James Lopez,james.lopez9162@gmail.com,p3242,12,50,58,88,96,73,0.67,0.74,12,10,14,16,0.65,2,9,Kinesthetic,Interactive,12,0,46,Lacks focus,33.85,0,No
S3243,Michael Oconnor,michael.oconnor8253@gmail.com,p3243,11,72,62,64,71,67.25,0.76,0.64,4,17,4,5,0.38,4,65,Reading/Writing,Mixed,5,2,64,Average progress,55.1,0,No
S3244,Joshua Guerra,joshua.guerra5580@outlook.com,p3244,11,45,94,89,65,73.25,0.76,0.58,6,19,2,14,0.51,1,76,Kinesthetic,Mixed,12,1,62,Good participation,35.44,0,No
S3245,Robin Spencer,robin.spencer8419@gmail.com,p3245,11,86,77,51,45,64.75,0.9,0.99,19,10,3,19,0.64,6,64,Auditory,Texts,14,4,47,Falling behind in multiple areas,50.56,0,No
S3246,Casey Moore,casey.moore8823@outlook.com,p3246,9,54,93,64,80,72.75,0.66,0.87,9,12,7,5,0.41,6,89,Kinesthetic,Interactive,15,9,59,Can do better with more effort,22.64,0,No
S3247,Kenneth Baker,kenneth.baker7264@outlook.com,p3247,11,71,57,56,96,70,0.57,0.6,12,7,14,9,0.52,5,28,Visual,Texts,7,4,66,Can do better with more effort,38.62,0,No
S3248,Michael Smith,michael.smith9236@edu.in,p3248,12,90,65,99,42,74,0.56,0.81,15,18,12,12,0.71,1,11,Visual,Texts,12,9,36,Needs improvement in basics,55.06,0,No
S3249,Dana Gray,dana.gray3995@edu.in,p3249,11,50,45,65,72,58,0.72,0.49,16,19,19,16,0.88,2,65,Reading/Writing,Mixed,12,8,57,Falling behind in multiple areas,61.12,1,Yes
S3250,Jacob Smith,jacob.smith7527@outlook.com,p3250,9,97,43,85,40,66.25,0.67,0.37,13,15,18,19,0.81,4,87,Visual,Videos,19,7,47,Needs improvement in basics,62.09,1,Yes
S3251,Melissa Parsons,melissa.parsons9624@edu.in,p3251,9,62,83,87,90,80.5,0.66,0.55,7,7,15,15,0.55,3,40,Auditory,Interactive,19,2,76,Can do better with more effort,29.55,0,No
S3252,John Le,john.le7906@gmail.com,p3252,12,65,90,53,44,63,0.45,0.58,20,12,1,17,0.62,4,31,Reading/Writing,Mixed,11,0,52,Average progress,60.53,1,Yes
S3253,Dominique Ryan,dominique.ryan4234@gmail.com,p3253,10,73,68,80,52,68.25,0.83,0.31,4,7,3,15,0.36,2,33,Kinesthetic,Texts,18,4,49,Needs improvement in basics,69.84,1,Yes
S3254,Paul Warren,paul.warren6279@gmail.com,p3254,11,85,98,75,58,79,0.53,0.87,11,10,15,3,0.49,2,24,Kinesthetic,Texts,16,2,60,Average progress,43.64,0,No
S3255,Tyler Arnold,tyler.arnold3777@yahoo.com,p3255,11,73,73,96,51,73.25,0.52,0.55,8,20,4,17,0.61,2,74,Kinesthetic,Mixed,2,4,43,Lacks focus,43.39,0,No
S3256,Chloe Morris,chloe.morris6767@outlook.com,p3256,9,68,56,62,87,68.25,0.65,0.71,6,10,15,13,0.55,2,80,Visual,Videos,14,8,52,Good participation,28.33,0,No
S3257,Danielle Rodriguez,danielle.rodriguez8472@outlook.com,p3257,9,43,82,82,64,67.75,0.54,0.35,10,5,10,9,0.42,6,80,Visual,Videos,16,0,31,Lacks focus,50.65,0,No
S3258,Alexandra Jones,alexandra.jones4324@gmail.com,p3258,10,56,82,45,96,69.75,0.75,0.42,7,18,6,13,0.55,4,7,Auditory,Interactive,5,0,58,Lacks focus,45.03,0,No
S3259,Mary Anderson,mary.anderson4716@yahoo.com,p3259,9,74,92,86,90,85.5,0.62,0.92,7,9,13,16,0.56,1,43,Kinesthetic,Texts,18,8,79,Excellent progress,13.61,0,No
S3260,Morgan Harris,morgan.harris6546@gmail.com,p3260,9,52,55,44,74,56.25,0.67,0.73,4,16,7,19,0.57,3,87,Auditory,Texts,11,2,88,Can do better with more effort,34.55,0,No
S3261,Todd Garcia,todd.garcia1255@outlook.com,p3261,9,80,41,82,51,63.5,0.72,0.97,3,7,1,14,0.31,3,49,Kinesthetic,Videos,3,9,62,Good participation,28.91,0,No
S3262,Ashley Huff,ashley.huff7817@yahoo.com,p3262,9,78,73,64,69,71,0.52,1,7,10,11,8,0.45,5,72,Reading/Writing,Mixed,11,4,77,Consistent performance,27.35,0,No
S3263,Diane Fox,diane.fox5802@outlook.com,p3263,10,54,94,57,44,62.25,0.49,0.56,4,5,14,19,0.52,6,35,Auditory,Interactive,1,8,73,Good participation,41.85,0,No
S3264,Jacqueline Scott,jacqueline.scott9409@yahoo.com,p3264,11,94,47,52,73,66.5,0.93,0.51,13,7,6,3,0.36,2,42,Auditory,Videos,6,4,41,Needs improvement in basics,70.16,1,Yes
S3265,Michael Obrien,michael.obrien3004@outlook.com,p3265,11,68,52,82,61,65.75,0.66,0.9,20,5,5,18,0.6,2,10,Visual,Videos,15,2,71,Good participation,26.98,0,No
S3266,Chad Conrad,chad.conrad8185@yahoo.com,p3266,11,68,81,53,78,70,0.65,1,17,15,19,16,0.84,2,12,Visual,Mixed,11,8,64,Can do better with more effort,16.54,0,No
S3267,Jason Henry,jason.henry3857@yahoo.com,p3267,11,50,47,67,52,54,0.42,0.74,7,19,19,14,0.74,6,32,Auditory,Texts,15,6,70,Good participation,33.34,0,No
S3268,Pamela Miller,pamela.miller4358@yahoo.com,p3268,11,91,69,57,96,78.25,0.7,0.86,17,10,13,16,0.7,1,19,Reading/Writing,Videos,13,6,84,Consistent performance,17.62,0,No
S3269,Laurie Brown,laurie.brown3765@yahoo.com,p3269,12,71,71,98,86,81.5,0.73,0.85,4,8,7,17,0.45,2,12,Visual,Interactive,0,7,42,Lacks focus,29.75,0,No
S3270,Angela Hurley,angela.hurley4101@yahoo.com,p3270,12,41,75,99,93,77,0.74,0.55,11,9,8,20,0.6,5,58,Kinesthetic,Texts,8,4,68,Average progress,47.55,0,No
S3271,Robert Wood,robert.wood2565@outlook.com,p3271,9,86,86,96,42,77.5,0.82,0.7,3,11,14,11,0.49,5,10,Auditory,Interactive,6,1,95,Consistent performance,30.04,0,No
S3272,Jeanette Colon,jeanette.colon1974@gmail.com,p3272,12,53,69,67,99,72,0.51,0.88,11,2,19,13,0.56,1,33,Visual,Videos,4,8,64,Good participation,29.36,0,No
S3273,Joseph Williams,joseph.williams8081@gmail.com,p3273,11,59,40,90,92,70.25,0.55,0.78,3,3,19,11,0.45,6,38,Visual,Texts,9,2,62,Average progress,51.97,0,No
S3274,Chad Torres,chad.torres8881@gmail.com,p3274,9,61,82,95,59,74.25,0.89,0.31,12,13,12,4,0.51,2,11,Reading/Writing,Interactive,9,1,65,Falling behind in multiple areas,70.49,1,Yes
S3275,Shirley Yu,shirley.yu7911@gmail.com,p3275,11,50,78,66,70,66,0.97,0.54,1,11,9,14,0.44,4,44,Auditory,Interactive,17,9,42,Lacks focus,27.04,0,No
S3276,Colton Hardy,colton.hardy5177@outlook.com,p3276,11,66,56,71,44,59.25,0.48,0.4,4,10,14,5,0.41,4,78,Kinesthetic,Mixed,6,9,85,Lacks focus,43.94,0,No
S3277,Amanda Lopez,amanda.lopez9422@edu.in,p3277,9,42,98,86,63,72.25,0.7,0.46,14,15,6,4,0.49,3,17,Reading/Writing,Interactive,17,4,75,Falling behind in multiple areas,63.51,1,Yes
S3278,Alicia Wright,alicia.wright8051@outlook.com,p3278,11,56,59,48,79,60.5,0.53,0.93,1,6,15,1,0.29,1,66,Auditory,Interactive,12,7,75,Good participation,31.19,0,No
S3279,Colleen White,colleen.white8384@yahoo.com,p3279,12,83,63,79,93,79.5,0.44,0.33,14,1,13,14,0.52,4,89,Auditory,Mixed,10,2,73,Needs improvement in basics,74.92,1,Yes
S3280,Kara Perry,kara.perry6528@outlook.com,p3280,9,95,89,71,72,81.75,0.6,0.45,13,14,7,7,0.51,3,69,Visual,Interactive,9,5,75,Falling behind in multiple areas,65.54,1,Yes
S3281,Daniel Fowler,daniel.fowler9458@yahoo.com,p3281,10,67,61,59,47,58.5,0.49,0.52,13,18,11,10,0.65,5,45,Auditory,Texts,8,8,98,Average progress,51.1,0,No
S3282,Michael Ellis,michael.ellis897@yahoo.com,p3282,10,68,68,67,63,66.5,0.83,0.73,15,11,10,2,0.48,3,46,Kinesthetic,Videos,14,1,60,Good participation,32.08,0,No
S3283,Elizabeth Andrade,elizabeth.andrade7846@edu.in,p3283,10,60,61,72,89,70.5,0.72,0.67,17,8,1,10,0.45,2,70,Visual,Texts,13,7,53,Good participation,30.15,0,No
S3284,Garrett White,garrett.white8242@gmail.com,p3284,11,86,83,43,59,67.75,0.49,0.45,12,3,7,3,0.31,2,15,Visual,Videos,2,9,61,Falling behind in multiple areas,75.84,1,Yes
S3285,Richard Morgan,richard.morgan6460@outlook.com,p3285,11,55,48,85,99,71.75,0.41,0.41,14,14,18,8,0.68,5,54,Kinesthetic,Texts,13,6,96,Needs improvement in basics,65.8,1,Yes
S3286,Eric Murillo,eric.murillo7500@yahoo.com,p3286,11,76,76,96,55,75.75,0.88,0.47,12,2,3,10,0.34,1,75,Reading/Writing,Interactive,15,2,45,Lacks focus,36.86,0,No
S3287,Scott Gomez,scott.gomez8500@gmail.com,p3287,11,98,49,73,89,77.25,0.51,0.65,18,16,9,8,0.64,6,39,Kinesthetic,Texts,2,0,86,Average progress,54.21,0,No
S3288,Leslie Frey,leslie.frey5181@edu.in,p3288,9,59,75,87,91,78,0.76,0.49,4,6,5,14,0.36,2,84,Visual,Interactive,7,5,53,Needs improvement in basics,67.91,1,Yes
S3289,Mark Watson,mark.watson203@gmail.com,p3289,10,45,76,42,51,53.5,0.6,0.96,14,1,13,18,0.57,2,83,Visual,Videos,1,1,63,Average progress,54.53,0,No
S3290,Kathryn Jordan,kathryn.jordan6226@yahoo.com,p3290,12,58,67,65,52,60.5,0.75,0.62,19,14,16,9,0.72,3,24,Visual,Texts,1,2,81,Average progress,52.88,0,No
S3291,Jessica Franklin,jessica.franklin5341@gmail.com,p3291,9,96,67,47,84,73.5,0.59,0.34,13,10,16,9,0.6,3,32,Kinesthetic,Mixed,17,4,77,Needs improvement in basics,66.45,1,Yes
S3292,Anna Lewis,anna.lewis4264@outlook.com,p3292,10,44,81,45,81,62.75,0.45,0.81,18,6,12,4,0.5,3,41,Auditory,Interactive,6,7,82,Good participation,34.22,0,No
S3293,Katie Howe,katie.howe8997@yahoo.com,p3293,10,42,82,55,78,64.25,0.53,0.53,11,9,18,3,0.51,4,7,Auditory,Interactive,16,1,84,Average progress,54.79,0,No
S3294,Jonathan Nixon,jonathan.nixon3895@outlook.com,p3294,9,98,60,63,64,71.25,0.51,0.76,6,7,11,14,0.48,5,63,Reading/Writing,Mixed,5,5,67,Good participation,36.1,0,No
S3295,Seth Sanders,seth.sanders7732@outlook.com,p3295,9,40,63,87,85,68.75,0.66,0.5,9,2,17,14,0.52,1,77,Auditory,Texts,9,0,31,Needs improvement in basics,76.2,1,Yes
S3296,Jessica Bird,jessica.bird6005@outlook.com,p3296,9,97,81,78,71,81.75,0.79,0.7,12,11,7,16,0.57,3,31,Auditory,Texts,6,6,98,Excellent progress,22.75,0,No
S3297,Caitlin Holmes,caitlin.holmes8181@yahoo.com,p3297,12,99,99,69,63,82.5,0.56,0.84,19,14,15,5,0.66,1,36,Visual,Videos,3,3,82,Consistent performance,28.41,0,No
S3298,Victoria Turner,victoria.turner3459@edu.in,p3298,10,77,79,84,87,81.75,0.41,0.95,14,5,6,20,0.56,3,52,Visual,Texts,10,0,79,Consistent performance,30.19,0,No
S3299,Kevin Walker,kevin.walker6109@edu.in,p3299,12,54,41,52,86,58.25,0.71,0.48,15,9,6,15,0.56,2,50,Kinesthetic,Texts,15,8,58,Lacks focus,34.59,0,No
S3300,Melissa Smith,melissa.smith6573@outlook.com,p3300,12,73,94,44,83,73.5,0.76,0.53,11,7,18,9,0.56,1,51,Visual,Videos,16,8,84,Average progress,39.66,0,No
S3301,Lynn Norris,lynn.norris7394@outlook.com,p3301,12,74,47,64,48,58.25,0.98,0.62,6,14,19,7,0.57,4,44,Visual,Texts,5,2,90,Can do better with more effort,33.3,0,No
S3302,Joshua Spencer,joshua.spencer9371@yahoo.com,p3302,12,88,87,59,79,78.25,0.75,0.95,14,16,20,13,0.79,3,7,Reading/Writing,Texts,19,5,79,Consistent performance,11.56,0,No
S3303,Angela Howe,angela.howe9445@yahoo.com,p3303,12,64,66,93,89,78,0.68,0.93,3,16,19,8,0.57,6,79,Auditory,Texts,18,6,45,Needs improvement in basics,49.62,0,No
S3304,Eric Johnson,eric.johnson1646@yahoo.com,p3304,9,63,61,57,62,60.75,0.74,0.36,19,7,2,12,0.5,5,33,Visual,Mixed,19,3,99,Lacks focus,36.07,0,No
S3305,Michael Taylor,michael.taylor3873@outlook.com,p3305,12,51,76,86,89,75.5,0.96,0.39,20,10,3,4,0.46,2,62,Auditory,Videos,17,5,73,Lacks focus,28.66,0,No
S3306,Michael Perkins,michael.perkins6250@edu.in,p3306,11,57,66,57,52,58,0.9,0.65,11,6,14,16,0.59,3,54,Visual,Interactive,14,8,45,Falling behind in multiple areas,58.04,0,No
S3307,Jesse Shepherd,jesse.shepherd2399@yahoo.com,p3307,9,54,96,41,99,72.5,0.59,0.37,17,17,4,6,0.55,1,14,Auditory,Videos,1,9,57,Needs improvement in basics,71.75,1,Yes
S3308,Christopher Ross,christopher.ross7759@yahoo.com,p3308,10,83,68,49,98,74.5,0.54,0.54,17,1,17,5,0.5,3,65,Auditory,Videos,18,5,86,Good participation,31.25,0,No
S3309,Samantha Navarro,samantha.navarro2903@gmail.com,p3309,10,55,42,94,71,65.5,0.56,0.4,3,2,6,1,0.15,2,65,Visual,Texts,5,6,55,Lacks focus,50.9,0,No
S3310,Jennifer Mcguire,jennifer.mcguire8195@edu.in,p3310,9,66,83,84,89,80.5,0.7,0.75,14,14,19,14,0.76,5,27,Kinesthetic,Mixed,11,5,40,Falling behind in multiple areas,55.16,0,No
S3311,Gerald Petersen,gerald.petersen8480@yahoo.com,p3311,12,47,52,89,54,60.5,0.85,0.96,7,4,9,9,0.36,5,10,Visual,Mixed,0,6,30,Lacks focus,34.41,0,No
S3312,Hannah Johnston,hannah.johnston7982@outlook.com,p3312,9,99,84,86,75,86,0.7,1,19,9,4,18,0.62,5,79,Reading/Writing,Mixed,10,0,98,Shows initiative,19.02,0,No
S3313,Rebecca Larson,rebecca.larson4121@outlook.com,p3313,10,85,49,51,88,68.25,0.44,0.56,3,6,7,6,0.28,6,64,Reading/Writing,Interactive,18,5,72,Average progress,54.4,0,No
S3314,Kevin Cross,kevin.cross6537@gmail.com,p3314,10,64,75,86,44,67.25,0.83,0.72,2,17,4,15,0.48,2,31,Auditory,Interactive,3,8,75,Good participation,29.1,0,No
S3315,Barbara Miller,barbara.miller2686@gmail.com,p3315,9,56,48,52,61,54.25,0.88,0.9,17,11,11,16,0.69,6,59,Auditory,Videos,18,2,65,Average progress,38.81,0,No
S3316,Brian Wise,brian.wise3540@gmail.com,p3316,11,68,93,89,55,76.25,0.57,0.38,9,4,2,8,0.29,6,35,Kinesthetic,Texts,5,5,95,Needs improvement in basics,72.91,1,Yes
S3317,Michael Montoya,michael.montoya7817@outlook.com,p3317,11,92,95,86,80,88.25,0.8,0.78,6,9,10,19,0.55,3,34,Kinesthetic,Mixed,7,3,86,Consistent performance,22.67,0,No
S3318,Robert Parrish,robert.parrish7380@gmail.com,p3318,11,47,94,96,49,71.5,0.66,0.59,9,16,6,5,0.45,2,71,Visual,Mixed,8,6,35,Needs improvement in basics,68.35,1,Yes
S3319,Molly Perez,molly.perez4266@outlook.com,p3319,10,54,66,94,63,69.25,0.93,0.44,5,3,8,14,0.38,2,17,Auditory,Mixed,9,6,91,Needs improvement in basics,62.4,1,Yes
S3320,Denise Guzman,denise.guzman5913@outlook.com,p3320,11,66,73,50,57,61.5,0.91,0.58,2,4,15,7,0.35,3,63,Auditory,Mixed,9,8,56,Can do better with more effort,33.5,0,No
S3321,Alexander Waters,alexander.waters5648@outlook.com,p3321,11,85,90,58,88,80.25,0.72,0.35,15,3,13,4,0.44,4,58,Visual,Interactive,9,3,55,Needs improvement in basics,71.21,1,Yes
S3322,Patrick Torres,patrick.torres6756@gmail.com,p3322,9,89,40,74,57,65,0.81,0.79,9,13,2,1,0.31,6,25,Reading/Writing,Interactive,3,7,42,Needs improvement in basics,65.16,1,Yes
S3323,Blake Fernandez,blake.fernandez5762@gmail.com,p3323,12,91,71,78,46,71.5,0.93,0.48,19,19,20,4,0.78,5,47,Reading/Writing,Interactive,17,7,47,Needs improvement in basics,54.12,0,No
S3324,Edward Shaw,edward.shaw9461@yahoo.com,p3324,12,46,64,92,43,61.25,0.7,0.52,10,1,1,14,0.32,1,15,Auditory,Videos,11,7,67,Good participation,38.55,0,No
S3325,Jeffrey Williams,jeffrey.williams4673@yahoo.com,p3325,9,42,68,65,65,60,0.59,0.38,4,6,15,16,0.51,6,71,Visual,Texts,10,7,35,Falling behind in multiple areas,75.51,1,Yes
S3326,Jessica Long,jessica.long5336@outlook.com,p3326,12,68,46,85,44,60.75,0.85,0.91,10,3,7,7,0.34,1,42,Kinesthetic,Texts,15,5,57,Good participation,26.76,0,No
S3327,Sean Larson,sean.larson7332@edu.in,p3327,11,83,88,53,99,80.75,0.53,0.65,8,3,18,10,0.49,3,28,Reading/Writing,Interactive,18,7,34,Needs improvement in basics,60.21,1,Yes
S3328,William Walker,william.walker6253@gmail.com,p3328,10,92,42,93,94,80.25,0.63,0.7,13,16,10,10,0.61,1,55,Visual,Texts,10,5,88,Excellent progress,25.84,0,No
S3329,Keith Foster,keith.foster7608@outlook.com,p3329,11,63,59,84,55,65.25,0.92,0.7,7,10,15,4,0.45,4,80,Kinesthetic,Mixed,3,9,74,Good participation,27.88,0,No
S3330,David Miller,david.miller2755@yahoo.com,p3330,9,99,59,83,74,78.75,0.83,0.59,7,17,5,12,0.51,2,65,Auditory,Mixed,11,1,82,Good participation,30.64,0,No
S3331,Ashley Williams,ashley.williams6921@outlook.com,p3331,12,97,92,63,65,79.25,0.64,0.43,4,7,11,6,0.35,5,50,Kinesthetic,Mixed,16,2,31,Needs improvement in basics,72.32,1,Yes
S3332,Raymond Miller,raymond.miller1178@edu.in,p3332,9,42,69,80,57,62,0.53,0.82,15,13,8,13,0.61,1,47,Auditory,Interactive,12,5,78,Can do better with more effort,30.31,0,No
S3333,Warren Ayala,warren.ayala2664@gmail.com,p3333,9,59,74,40,68,60.25,0.61,0.39,12,11,8,1,0.4,1,31,Visual,Videos,3,6,92,Needs improvement in basics,75.28,1,Yes
S3334,David Taylor,david.taylor3749@outlook.com,p3334,11,85,74,90,62,77.75,0.57,0.37,16,10,6,8,0.5,3,89,Reading/Writing,Mixed,5,3,99,Needs improvement in basics,71.12,1,Yes
S3335,Anita Freeman,anita.freeman5201@outlook.com,p3335,12,54,88,82,92,79,0.51,0.8,6,7,15,16,0.55,3,34,Reading/Writing,Interactive,6,0,87,Excellent progress,34.15,0,No
S3336,Denise Gonzalez,denise.gonzalez4392@outlook.com,p3336,10,64,78,94,53,72.25,0.85,0.45,9,6,15,5,0.44,2,67,Visual,Texts,7,3,33,Needs improvement in basics,71.71,1,Yes
S3337,Christina Fitzgerald,christina.fitzgerald4454@edu.in,p3337,11,69,66,61,54,62.5,0.55,0.51,3,1,5,7,0.2,5,14,Visual,Videos,1,5,59,Average progress,66.1,1,Yes
S3338,John Jones,john.jones5960@edu.in,p3338,9,53,65,62,88,67,0.67,0.63,8,17,13,3,0.51,1,7,Auditory,Interactive,8,7,86,Average progress,46.46,0,No
S3339,Kimberly Morris,kimberly.morris6792@edu.in,p3339,9,46,53,95,72,66.5,0.63,0.61,7,12,14,2,0.44,2,81,Kinesthetic,Mixed,9,3,76,Good participation,38.54,0,No
S3340,Sandra Davis,sandra.davis3022@yahoo.com,p3340,12,56,56,93,64,67.25,0.99,0.8,4,4,11,2,0.26,5,64,Reading/Writing,Interactive,18,9,47,Lacks focus,21.39,0,No
S3341,Emily Henderson,emily.henderson2058@gmail.com,p3341,9,83,57,58,60,64.5,0.63,0.74,13,3,20,20,0.7,2,31,Kinesthetic,Mixed,0,0,73,Can do better with more effort,39.75,0,No
S3342,Michael Flores,michael.flores4132@yahoo.com,p3342,9,59,84,57,56,64,0.45,0.75,19,6,12,10,0.59,1,86,Visual,Texts,15,4,81,Can do better with more effort,32.64,0,No
S3343,Brittney Johnson,brittney.johnson3460@gmail.com,p3343,11,75,91,51,62,69.75,0.45,0.8,7,16,20,20,0.79,3,49,Auditory,Texts,17,6,78,Good participation,23.96,0,No
S3344,Kevin Huerta,kevin.huerta6515@yahoo.com,p3344,12,48,68,94,96,76.5,0.75,0.5,10,13,1,9,0.41,3,66,Reading/Writing,Mixed,7,5,59,Good participation,36.96,0,No
S3345,Christina Branch,christina.branch1575@gmail.com,p3345,11,77,59,67,82,71.25,0.76,0.53,12,9,3,18,0.52,3,28,Visual,Interactive,9,2,81,Can do better with more effort,35.7,0,No
S3346,Scott Thomas,scott.thomas7762@gmail.com,p3346,10,87,92,67,56,75.5,0.65,0.61,3,11,8,6,0.35,4,50,Reading/Writing,Texts,10,6,66,Average progress,49.25,0,No
S3347,Brady Meyers,brady.meyers441@gmail.com,p3347,9,96,66,99,97,89.5,0.66,0.52,12,20,12,20,0.8,2,82,Kinesthetic,Videos,16,3,92,Good participation,22.75,0,No
S3348,James Brooks,james.brooks8594@edu.in,p3348,11,99,57,98,53,76.75,0.43,0.99,19,13,15,6,0.66,1,48,Auditory,Texts,6,4,41,Lacks focus,30.59,0,No
S3349,Katherine Farrell,katherine.farrell1712@gmail.com,p3349,11,61,43,72,68,61,0.71,0.87,15,19,3,10,0.59,2,67,Reading/Writing,Mixed,2,6,46,Lacks focus,33.34,0,No
S3350,Daniel Brown,daniel.brown2554@outlook.com,p3350,12,93,40,58,59,62.5,0.7,0.42,8,3,8,9,0.35,3,8,Auditory,Interactive,6,1,63,Needs improvement in basics,79.2,1,Yes
S3351,Stacy Mcintosh,stacy.mcintosh6397@gmail.com,p3351,9,92,89,67,69,79.25,0.49,0.3,12,12,19,9,0.65,6,20,Reading/Writing,Texts,5,3,57,Falling behind in multiple areas,75.97,1,Yes
S3352,Misty Wilkins,misty.wilkins3767@outlook.com,p3352,11,92,40,98,58,72,0.46,0.33,20,19,20,3,0.78,6,55,Kinesthetic,Videos,2,3,33,Falling behind in multiple areas,80.03,1,Yes
S3353,Alexander Benson,alexander.benson4665@yahoo.com,p3353,9,41,97,91,92,80.25,0.47,0.47,6,8,6,12,0.4,2,78,Visual,Interactive,7,5,75,Falling behind in multiple areas,70.78,1,Yes
S3354,Daniel Cole,daniel.cole2081@edu.in,p3354,10,63,65,88,78,73.5,0.46,0.38,10,14,18,11,0.66,5,52,Reading/Writing,Interactive,0,6,43,Lacks focus,47.01,0,No
S3355,Andrew Clark,andrew.clark8640@yahoo.com,p3355,9,47,84,76,95,75.5,0.77,0.67,2,9,11,14,0.45,6,69,Visual,Videos,4,3,42,Falling behind in multiple areas,67.25,1,Yes
S3356,Amanda Harris,amanda.harris478@yahoo.com,p3356,9,50,59,65,52,56.5,0.52,0.9,13,17,12,19,0.76,6,73,Kinesthetic,Interactive,18,9,87,Average progress,35.01,0,No
